1.00034	0.2769470215
1.00072	0.3681091368
1.00111	0.4143242240
1.00149	0.4372900426
1.00188	0.7455705404
1.00227	0.3217259049
1.00265	0.2679084539
1.00304	0.4420409203
1.00342	-0.1031397730
1.00381	0.0482112244
1.00420	0.3923555017
1.00458	0.5431246161
1.00497	0.4636243582
1.00536	0.2838606834
1.00574	0.4595761299
1.00613	0.2344063371
1.00651	0.3173023760
1.00690	0.6488797665
1.00729	0.5223367810
1.00767	0.2803203762
1.00806	0.2856767774
1.00844	0.4136278033
1.00883	0.2871549428
1.00922	0.3650211692
1.00960	0.4456960857
1.00999	0.3025337458
1.01037	0.2643292844
1.01076	0.3171353340
1.01115	0.2201964259
1.01153	0.3239926100
1.01192	0.3304783404
1.01230	0.4034367800
1.01269	0.4954548478
1.01308	0.3382144868
1.01346	0.3352178335
1.01385	0.0965943709
1.01424	0.3842064440
1.01462	0.5832864046
1.01501	0.4249996543
1.01539	0.1170236170
1.01578	0.2316944301
1.01617	0.2422102243
1.01655	0.2572345734
1.01694	0.3132079840
1.01732	0.1600875109
1.01771	0.3144303858
1.01810	0.2680313885
1.01848	0.2929636538
1.01887	0.3360193074
1.01925	0.4973061979
1.01964	0.3369480968
1.02003	0.2138889730
1.02041	0.2642993629
1.02080	0.2105857432
1.02118	0.2324153632
1.02157	0.4035477340
1.02196	0.2527638078
1.02234	0.1189315543
1.02273	0.1847935319
1.02311	0.3579679728
1.02350	0.3371877968
1.02389	0.2473191172
1.02427	0.2044594139
1.02466	0.2163615823
1.02505	0.2974612415
1.02543	0.2266625166
1.02582	0.2349600792
1.02620	0.2491065264
1.02659	0.2051882595
1.02698	0.1410253942
1.02736	0.1812167168
1.02775	0.1978069097
1.02813	0.1658136398
1.02852	0.1589004099
1.02891	0.1579083353
1.02929	0.0358031690
1.02968	0.1235278323
1.03006	0.1353325099
1.03045	0.1537186205
1.03084	0.1687656790
1.03122	0.1310990900
1.03161	0.1189636737
1.03199	0.1953286380
1.03238	0.1967550814
1.03277	0.0690905079
1.03315	0.0735197812
1.03354	0.1428902298
1.03393	0.1663758159
1.03431	0.1721090078
1.03470	0.2000889480
1.03508	0.1406984776
1.03547	0.0971092284
1.03586	0.0617876090
1.03624	0.1769718379
1.03663	0.2074577659
1.03701	0.2247654796
1.03740	0.2102159709
1.03779	0.1784074754
1.03817	0.1719292104
1.03856	0.1743945777
1.03894	0.0911128968
1.03933	0.1191855073
1.03972	0.1190429032
1.04010	0.2273631245
1.04049	0.1671426743
1.04087	0.0726892799
1.04126	0.0608350560
1.04165	0.0647271127
1.04203	0.0990121141
1.04242	0.1625561118
1.04280	0.1827144623
1.04319	0.1599448621
1.04358	0.0991936326
1.04396	0.1435730159
1.04435	0.1026151478
1.04474	0.1353784502
1.04512	0.1562564522
1.04551	0.1439383030
1.04589	0.1465981305
1.04628	0.1034278274
1.04667	0.0901738405
1.04705	0.1570819765
1.04744	0.0916120932
1.04782	0.0996886790
1.04821	0.1533738971
1.04860	0.1336518675
1.04898	0.1391851753
1.04937	0.1487397850
1.04975	0.1515990347
1.05014	0.1663128138
1.05053	0.1681813300
1.05091	0.1445249021
1.05130	0.0777465925
1.05168	0.0391341560
1.05207	0.0908791274
1.05246	0.0892316326
1.05284	0.0865044817
1.05323	0.0832794905
1.05362	0.1008883715
1.05400	0.0909888148
1.05439	0.1018569097
1.05477	0.1035826579
1.05516	0.0646438003
1.05555	0.0750808194
1.05593	0.0503495820
1.05632	0.0726393983
1.05670	0.0809800476
1.05709	0.0748966485
1.05748	0.1182291880
1.05786	0.0958929136
1.05825	0.0725713894
1.05863	0.1037706286
1.05902	0.1259726733
1.05941	0.0909096822
1.05979	0.0731169879
1.06018	0.0642873794
1.06056	0.0666321814
1.06095	0.1093456373
1.06134	0.0874210596
1.06172	0.0508890674
1.06211	0.0917582586
1.06250	0.0950452313
1.06288	0.0807001144
1.06327	0.0621204525
1.06365	0.0475842133
1.06404	0.0365153030
1.06443	0.0291856658
1.06481	0.0755881369
1.06520	0.1100742221
1.06558	0.0793254972
1.06597	0.1020170674
1.06636	0.1206353009
1.06674	0.1086191759
1.06713	0.0799898282
1.06751	0.0729732960
1.06790	0.0777820870
1.06829	0.0690332949
1.06867	0.0979030728
1.06906	0.0659526139
1.06944	0.0468975082
1.06983	0.0626616254
1.07022	0.0598384179
1.07060	0.0749992877
1.07099	0.0708421841
1.07137	0.0747114569
1.07176	0.0673711225
1.07215	0.0655662864
1.07253	0.0693926811
1.07292	0.0442589968
1.07331	0.0734252706
1.07369	0.0841228813
1.07408	0.0731536448
1.07446	0.0529567748
1.07485	0.0697940066
1.07524	0.0604107678
1.07562	0.0610994734
1.07601	0.0530900620
1.07639	0.0333852954
1.07678	0.0502661243
1.07717	0.0929182097
1.07755	0.0844476521
1.07794	0.0439512767
1.07832	0.0685720667
1.07871	0.0677176863
1.07910	0.0581812486
1.07948	0.0604600571
1.07987	0.0427043550
1.08025	0.0532525107
1.08064	0.0577290170
1.08103	0.0468027405
1.08141	0.0565398782
1.08180	0.0844145417
1.08219	0.0891561955
1.08257	0.0727064759
1.08296	0.0548616201
1.08334	0.0594043471
1.08373	0.0856830403
1.08412	0.0703740567
1.08450	0.0511487424
1.08489	0.0650147945
1.08527	0.0627840534
1.08566	0.0774494633
1.08605	0.0504414514
1.08643	0.0573426113
1.08682	0.0777897164
1.08720	0.0643042475
1.08759	0.0590432286
1.08798	0.0599897876
1.08836	0.0617446713
1.08875	0.0563918352
1.08913	0.0616419576
1.08952	0.0619159043
1.08991	0.0786642060
1.09029	0.0962772742
1.09068	0.0646967962
1.09106	0.0537534468
1.09145	0.0646577328
1.09184	0.0527878143
1.09222	0.0337410010
1.09261	0.0400827415
1.09300	0.0722022876
1.09338	0.0744699687
1.09377	0.0802648664
1.09415	0.0769121870
1.09454	0.0599609204
1.09493	0.0720482096
1.09531	0.0711715147
1.09570	0.0681396425
1.09608	0.0459825099
1.09647	0.0426831096
1.09686	0.0720698461
1.09724	0.0712575763
1.09763	0.0552834906
1.09801	0.0406039171
1.09840	0.0517100506
1.09879	0.0518660322
1.09917	0.0485393144
1.09956	0.0686663762
1.09994	0.0830919743
1.10033	0.0558334254
1.10072	0.0336073227
1.10110	0.0478664972
1.10149	0.0652921647
1.10188	0.0519536175
1.10226	0.0468593501
1.10265	0.0519799665
1.10303	0.0600694977
1.10342	0.0754707605
1.10381	0.0601662211
1.10419	0.0523682535
1.10458	0.0589036793
1.10496	0.0588789210
1.10535	0.0421429537
1.10574	0.0352259018
1.10612	0.0513509884
1.10651	0.0563712344
1.10689	0.0730097145
1.10728	0.0548841506
1.10767	0.0418463610
1.10805	0.0641606823
1.10844	0.0593022443
1.10882	0.0575377867
1.10921	0.0528414920
1.10960	0.0610303693
1.10998	0.0546834432
1.11037	0.0374990664
1.11075	0.0478743762
1.11114	0.0647858083
1.11153	0.0616293401
1.11191	0.0648572072
1.11230	0.0735293776
1.11269	0.0751706287
1.11307	0.0703652278
1.11346	0.0788402185
1.11384	0.0757924318
1.11423	0.0689019114
1.11462	0.0649013668
1.11500	0.0775652975
1.11539	0.0631139353
1.11577	0.0575426221
1.11616	0.0626216531
1.11655	0.0678269044
1.11693	0.0694819912
1.11732	0.0734868422
1.11770	0.0650927424
1.11809	0.0590788983
1.11848	0.0863891989
1.11886	0.0748698115
1.11925	0.0570205115
1.11963	0.0614518300
1.12002	0.0651129484
1.12041	0.0737032220
1.12079	0.0729570910
1.12118	0.0655507296
